Comment,Sentiment
Please reply ?????,Neutral
Thank you for your efforts didi,Neutral
Nice video didi,Positive
the video is not according  to the title given,Neutral
Thnks Mam for the best  information,Positive
"For free Coding Courses
https://youtu.be/idps1raFtWM",Positive
Gori didi huma hacking Sikh na ha to konsi language best ha,Positive
Hacker banane ke liye kon sa language,Neutral
Didi !!Coding ke liye ek best computer low budget ke  bare me video banayiye d,Positive
good one,Positive
Thank you shraddhaya Didi to explain how we start to coding.,Neutral
Yes didi best laptop ka video banao,Positive
Mam main 11 th class main hu coding shikhar frontend developer bananas chata hu,Positive
"Hi didi, please do videos on MATLAB and also tell me where to do practice MATLAB",Neutral
Didi SQL kaise sikhe...?,Neutral
😃👍👍👍👍,Neutral
While coding I got lot of errors,Neutral
"val loveKotlin: Boolean = CommentLiked

if(loveKotlin) {
    println(""Kotlin is too much fun."")
}else {
    println(""Learn it. 😂"")
}",Positive
Can we do all thing in mobile phone?,Neutral
Did I am in 10th can you guide me for this coding journey...?,Neutral
im come from mechical field so please give roadmap to how am i start coding and how to apply for placement?,Neutral
B.com baground se coding kar sakte hai ky,Neutral
Hlo mam I am diploma pass-out in IT(2016) after 10th .currently I am doing java course.Is it enough to get (java ) job??plz reply,Neutral
Aap,Neutral
"Your video gave me motivation to learn c++
I am b tech civil engineering 2019 from 3 years i have tried a lot but quit after few days... Now after 3 years I am trying again I hope i will do something.
My major hurdle is I have no clear roadmap to learn any language and what to do next",Negative
Great efforts,Positive
Didi phone me coding kr sakte he,Neutral
Kotlin,Neutral
"Hey I am new to coding .......from where can I get excellent practice projects which will increase my level.
Anyone pro in coding please reply.
Thank you guys.",Positive
Please give information about software testing,Neutral
Thank you so much di ❤️❤️.  ........................,Positive
Hindi me krne ke liye shukriya,Neutral
non technical wala sikh skta h?,Neutral
I am in class 6 and learning coding,Neutral
Mene kabhi coding nhi ki hey... Mujhe kaha se start karna hey?,Neutral
"Didi Cyber Security k liye konse languages sikhna chahiye ??...I hv already learnt C, HTML and currently learning Java...",Neutral
Thanks you very much for this vy,Positive
"Is there no need to learn c ?
Can we direct start with python? If we don't have any knowledge of this field bcaz i am bsc mathematics student 
Plz clear my doubt",Positive
tnx bro,Neutral
My life has two phage before this and after this,Neutral
hlwwwww,Neutral
Madam I am First Year B.tech student My Branch Is Electronics and computer engineering And My College Shreeyash college of engineering and technology Is In Aurangabad. So Madam How To I'll prepare for Placement... Please give me Your Suggestion & Guidence.... 👏🙏,Positive
video starts from 00:59 .,Neutral
I want to code for a good job i am in class 6,Positive
"Hey didi ...
Mumbai me BCA ke liye accha institute ke uppar ek vdo bnaiyena plz ....",Neutral
thankyu very much,Positive
"#Apna College I'm zero in this field(coding), and I just start to learn coding with javaScript. kya meine achha kiya? pata nahi kya sikhu(python, java or javaScript) lekin sikhna hey kaise bhi karke....",Neutral
i am learning it to be cool,Positive
"Nhi matlab coding voding thi hai 
Pr important ye hai ki 
I love you ☺......",Positive
Didi thank you ☺☺,Neutral
Do you have anything for multithreading???,Neutral
"I'm B.A. Student. Can I learn coding? if ""Yes"" , then Which programming language would be best for me?",Positive
"I want a reply plzz 
Where did we code? 
Where please tell me",Neutral
I am trying to download video but error occurring,Neutral
Software developer or software engineer ke liye konsi language sikhni chahiye?,Neutral
Sharda,Neutral
B.com wale student coding kr skte hai?,Neutral
Mem I am In Hotel Management (Bsc) Got a Job in Reliace Limited And i want to switch to IT industry is it possible. I know Front end Developement,Negative
Please make a video on Dapp development!✨,Neutral
"Ma'am, I am a BSc. Student, seeking for guidance",Neutral
"Sister I am 13 years old I want to become a software engineer 
And courier in Google which language is right and easy for beginning 
Plss reply 
If any other person prefer me ??",Positive
Yr apki video dhek ke esa lagta hai ki face to face smjha reho aap😳 video se nazar hat ti hi nahi 😁❤️,Neutral
Mera engineering 2019 me hua he ..Or ab me developing me ana chahta hun ..To me aa sakata hu ya nahi .... Please guide me,Neutral
Didi.....kya field switch krne k liye python full stack better option hai?,Positive
Madam hacking ke liye kon sa languages sikhe ak video jaroor reply dena  is liye subscribe kar liya hai🙏🙏🙏🙏🙏,Neutral
Helpful 🥰🥰,Neutral
what about MCA student? How should a MCA student prepare for placement?,Neutral
https://youtu.be/nbj4mOq3hHo,Neutral
Mam this video is very informative 👍🏻,Positive
Mam kya me coding learn karke ece study kar sakti hu,Neutral
Thanks for the information 😍..love you mam,Positive
"Apu,apki channel profile photo  may Aa viayya Kon hay",Neutral
Thanks madam,Positive
"I'm a bcom 2nd year student and want to learn coding for higher paying job so I have 2 questions 
1- should I start coding
2- which coding course will be suitable for me.",Positive
Thanks sister,Positive
Thanks for such a great content my dear girl!!,Positive
Didi Aap Cloud Engineering ka roadmap or resources and jo jo other things hain uska ek video banaye to accha hain...q ki isme jyada videos nhi hain❤️,Negative
Please didi suggest good government college for diploma in computer engineering/science for 10 pass,Positive
usefull.. thankyou ////////////,Neutral
Ethical Hacking ke liye Konsi coding sikhe,Positive
Very interesting,Positive
B.A Gen student watching how to code.😁,Neutral
Thank you love you 💖,Positive
Mam I am a bba student so can I do coding?,Neutral
Apka itna lamba hairs ka raaz kia ha iss par bhi aik video bna dijia 😁,Neutral
"Motivation gets you started😌,
But Discipline keeps you growing✨",Neutral
Make video on hardware development courses,Neutral
Use your platform give chance to other students to do anchoring or naration. Give them confident and we all viewers will get to see new faces.,Positive
Can we apply for product based companies with BCA + online MCA ? please reply,Neutral
Kya aap c# ki video layegi,Neutral
The most difficult task for new programmers is to build a logic,Positive
Well I just started doing leetcode since I know basics of data structures but I clearly lack so much that I couldn't even solve simple array problems 🤧. It's frustrating and I'm afraid what comes next..! My mind doesn't work to write simple logics and idk how could I even get a good placement,Neutral
"Didi i m a beginner, class 12th student. Java and javascript are same or not?",Neutral
Mam bhi to bol skti h aap,Neutral
"All things are good but what the fuck is this Didi 
Yeah koi baat nhi hoti",Positive
Thank you,Neutral
I am new to this channel and this is the first video I have seen. It's amazing and gave me a better picture of what language I should learn for data analytics and web development. If you can suggest some websites where we can do projects or work on them then that would be great. Thanks!,Positive
What is project for beginners because some students do bca and switch field so they don't know what type of project and one or more persons is must for project...make a video plz didi,Positive
"Sofelopment Pvt Ltd is providing free intership to this summer.
Don't miss the opportunity, https://youtu.be/StqnC6HaT68",Positive
Thanku,Neutral
my son 9 years old  learn language  html css      finsh now learn python what next,Positive
Didi bhaiduj par kya gift karogi muje laptop dila do na please 😉,Neutral
Part time job hai kya didi work from home please suggest me,Neutral
Aap python kab sikhaoge,Neutral
"Sofelopment Pvt Ltd is providing free intership opportunity to this summer.
For more, visit https://youtu.be/StqnC6HaT68",Positive
I can't say you ' Didi ',Neutral
Yes didi please suggest a laptop for coding in considerable amount🙏🙏,Positive
"Mam aapke bolne ka tarika bahut acha hai
Bahut ache se aap samjhate ho",Neutral
"Me to BA kar rha hun par hacker banna chahta hun,,,,, ethical hacker",Positive
Anyone help me to choose career ...Mein be bnna to software engineer hai lekin Mein bht confuse Hun Kya yeh mere liye best Rahe ga ya is ka scope Hoga....I am 15 years old.,Positive
Thank you so much Didi,Positive
"I want to ask that, can I doo freelancing with c++ only, if cannot doo then can you please tell me what is the road map to do freelancing starting from c++.
I request that please make a video for it.",Neutral
Didi ji...ap merko btaa sakte ho....ki hindi medium wale... coding Sikh sakte hai kyaa,Neutral
<“apna 'college''>*my<free<prank''>,Neutral
Can we learn coding after bcom for a good job?,Positive
"can we  learn c++,  java, js, css, MySQL and node Js in one year ?",Neutral
Hello didi I want to talk you,Neutral
Hii,Neutral
Hello Sharda I’m a primary teacher I’m I have 0 knowledge about coding and even I don’t know computer basic knowledge Im mother of child I’m 30 and  I can’t speak English fluent I want to be  a successfull Woman I want show my my family that woman can be successful in any age can I learn coding in this age,Positive
I had a question can a B.com student learn java or any other languages and pursue a good career???,Positive
"https://youtu.be/lctk5cK22mo
In this AutoCAD Tutorial for beginner video series.
How to make new file.?",Positive
Ethical hacking ke liye konsi language ??,Positive
Mam..I am new at IT industry...how to learn coding ??,Positive
ma'am c language?? Pehle karni chahiye kya plz answer kijiye ...sb alg alg bol rhe h but I trust your opinion 🖤,Neutral
I like these types of point to point method videos,Neutral
Didi python ka please new video bana dijiye,Positive
Mam ye course  hindi midium me ho sakta hai,Neutral
Thanku so much di🤎🤎,Positive
Didi ek short tutorial cloud computing k liye kon sa program language,Neutral
ek question poochhna hai bhe tum logon mere peechhe q parhe huwe ho ek doosre k sath jake dealing karo na jab ek doosre ki shakalain bhi passand aqalain bhi ek jesi hain ek doosre pe bharosa bhi hai support aur promote bhi karte ho toh mere peechhe dum q hila rahi ho jake un dum do ko support karo aur un dum do ki shadi q nahi kara dete yane naino-wali aur pathani ki wese bhi tum logon ki nasalon ko kale aur peele aur laal ka mixture kuch ziada hi passand hai yahi mauqa hai amar aur great hone ka kala peela mix karke aane wala laal apna lo haaaaaaaaaaaaa,Negative
"I'm learning a foreign language 
Toh please btae ki konsi language sikhun ki job lg jae",Negative
Masai school join kr skta hu kya... Maene bsc zbc kri h,Neutral
Apney👬 subscribe👬 wale ko sharks tank calculator artificial intelligence🤖 ka use karkey banva do😂 jismain CA and financial💵 support ho to sarey desh ki economy apkey naam sey chalney lagegi 🚎🚎🚎🚎🚚🚚🚚🚚🚚🚚🚚🚚,Negative
Biology students can learn coding for part time job ???,Neutral
"90 % Engineer's are watching this video form non CS/IT BRANCH 😆😆😆😆😆
12k/PM after B tech from ( EE, ME, CE, ECE) 
😒😒😒😒😒😒😒😒😒😒😒😒😒😒",Neutral
Jzjxj,Neutral
Shraddha toh theek hai par dd kaun bolta hai yaar??🤔🤔,Neutral
mam mere boards ke baad apke  watch hours baad ne wala hai,Negative
Thanks a lot siso✨,Positive
"Lo - Fi Music
 to chill - to study -  to sleep - to relax
in my channel
Have a good time <3",Positive
"Di, a unknown guy has created a account and of my sister and abusing every body we know.......what should I do. 🥺",Negative
For company placements does percentage matters or skill matters ??? Which is most important??,Positive
Didi mai b.com fresher hu muje technical course sikhna hai muje aamjme nahi ara kya sikhu our kahase star karu konsa course please didi please help me..,Neutral
Didi coding ke liye sasta Sundar laptop s ka video banaaye please 🙏🙏🙏,Neutral
Didi coding ke liye sasta Sundar laptop s ka video banaaye please 🙏🙏🙏,Neutral
Didi coding ke liye sasta Sundar laptop s ka video banaaye please 🙏🙏🙏,Neutral
Didi coding ke liye sasta Sundar laptop s ka video banaaye please 🙏🙏🙏,Neutral
Didi coding ke liye sasta Sundar laptop s ka video banaaye please 🙏🙏🙏,Neutral
Didi coding ke liye sasta Sundar laptop s ka video banaaye please 🙏🙏🙏,Neutral
Didi coding ke liye sasta Sundar laptop s ka video banaaye please 🙏🙏🙏,Neutral
Didi coding ke liye sasta Sundar laptop s ka video banaaye please 🙏🙏🙏,Neutral
Ye jabardasti ka didi kyu 😒 jo nahi mante hai unka kya,Neutral
Di plzzz make video on bca carrier,Neutral
"I have done my graduation in bcom, but I'm interested in Computer field.... So is there any scope after doing PGDCA???",Positive
Video me tag line hai ki how to start coding ?but aapne video me bataya hai what we can learn from coding?waste of time.,Neutral
Aur nahi arduino programming video nahi hai to please video Bana to aap 🙏🙏🙏🙏,Neutral
Didi arduino programming ki video hai kya channel  par please tell me,Neutral
did mein commerece student hu please direct me mein web development karna mujhe basic kaha se start karna hoga didi please recommend me,Positive
Didi Desktop se hum apni coding kisi journey start kr skte hai because i dont have a laptop !,Neutral
Didi muje game's banani hey but I have no idea.,Negative
No didi 😁,Neutral
Mam i am in 10 class muze deploma krnna he to coding important he na,Positive
Only here to see shraddha and her smile,Positive
Miss plz c coding ki video daliye,Neutral
"Mam,pls videos in English language or add subtitles in your videos",Neutral
ma'am please make Playlist on golang,Neutral
you are very good at it why dont you start a series on coding,Positive
Super information,Positive
Hello didi Hamen class ninth Mein coding sikhana hai,Neutral
"Only if this channel was existing 12 years before...I would have been much better programmer.  

Can you share  how people struggle under wrong team members and lack of mentoring(also because of bad managers) ... how it sets up negative mindset.",Negative
Hii Mam I am Bca student so is it useful for me?,Positive
Didi ..c language pda dijiye,Neutral
Mam i have done b.sc cs and mba in IT(distance).what should i do to go in IT sector pls guide me mam .,Neutral
Kuchh practical samjhao dear...,Neutral
Thank you very much 🙏🙏🙏,Positive
"Hii mam,  can make  video on java syllabus.like leg 11 and so on.....eg. topics are Access Modifies - Public, Private, Protected & Default

Packages

OOPS Concepts

- Inheritance

IS-A relationship

Has-A relationship

- Polymorphism

Overloading

Overriding

- Encapsulation

Creating Java Beans

Java Beans

- Abstraction

Abstract Class

Interface

Nesting of Classes, Interface & Abstract Class",Neutral
https://youtu.be/cXwgni3y4QE,Neutral
Shradha di advance java & advance python pe bhi 1 shot video banayeina,Neutral
Really excited for next episodes .....WATCH NOW https://youtu.be/bP5XY7rBEDM,Positive
youa re my favourite coding youtuber didi,Neutral
Cyber security ke liye?,Neutral
Mam kya mobile phone se sikh sakte he kya??plz answer mam,Neutral
Thank u mam ..good suggetion for us,Neutral
Programming language pure full course chahiye video,Positive
"Hello Ma'am thank you so much for you valuable information we really appreciate your time and efforts that you are providing to us, and I request you please give some information on Machine Learning as well.🙏",Positive
Mam I am post graduate person Art level  MA...and my age 32 year ...to please mam 🙏 mujhe btaye ki m aur m software developer bnna chahta hu please kya mam m kr Sakta hu mere pas only basic computer course h ....please guide me mam 🙏,Negative
"I m graduate in b.com

Can i learn coding 😔😔😔",Neutral
"Hello didi 
Mai CSE 2nd year ka student hu. Mere college mai 3rd sem complete ho gya hai  . Usi ke sath sath C, Aur C++ language pura kara diya gya hai . Lekin mujhe iska kuchh bhi nahi aata hai kyuki mai regular college nahi ja paya tha or ab 4th sem me python start ho rahi hai to mai kya karu.
Please help me",Negative
Hacking ke bare me nahi bataye na aap ne,Positive
Motivation leads you started and discipline keeps you going,Neutral
Didi artificial intelligence ke lie konsi language seekhni padegi,Negative
Ishika I want to learn python so how can I start? Will u plz suggest me.,Neutral
Didi java aur javascript ek ki language yaa java aur javascript alag alag language hai?🤔,Neutral
"Kya hame salla denge kya padana hai kaise janaa, use German me padaneka irada hai, beta mechanical engineering b, tech final year me pada rahi O ilets, GRE tayar karaha hai please hame idia dijiye",Neutral
"Madam meri B, tech electronic and telecommunications studying karahi hai   use coding bahut intrest hai  , c++, c, JAA sik chuki har use aage language sikna chahiye, abbhi government engineering college me seat  mila hai uska 1year ka cgp9. 8",Neutral
Mai hu aap ki Shardha Didi 😁😁😀😀,Neutral
"Which language have to learn🤔 
To get High 🤑paying jobs like Google 🧐Microsoft and many more▶️
Which languages tell pleasee 📩",Positive
"Ma'am  I belongs to arts subject, Nad my Subject is Literature,  Plz do help me",Negative
Mam mai art background se hu kya mai coding sikh sakta hu kya???,Neutral
I am ready mam,Positive
"Mam l read in class 9th and next year my first boar exam 
But I intrastate computer 🤗🤗😚😚😙😙😛😛🤓",Positive
I'm in School,Neutral
Mam i have completed my b. tech 6 years back. Can i enter in to software as my career.,Neutral
Didi can u pls tell which was your college for CSE?,Neutral
Hi mam kya coding hindi me learn kr sakte hai,Neutral
Didi I'm not good at maths can i keep my coding journey ....?,Negative
😇,Neutral
"East and west sharda dedi is best. 
Love from kashmir.",Positive
"Languages
1.Placement- java ,c++
2.ios apps- swift
3. android apps-java,kotlin
4.websites-frontend(html,cs.javascript) backend(nodejs,php)
5.data science-phyton ,r, matlab
6.app development-c++,c#(c sharp) 
7. software development-java,c sharp,golang
8. for fun-phyton,javascript


Learn basics
1.variables
2.if-else
3.loops
4.arrays

Motivation gets you started,DISCIPLINE keeps you going.",Negative
Please learn me coding,Neutral
Vert helfull and Love 😘 from Peshawar Pakistan,Positive
mam agar accountancy se coding ke taraf ana hon to konsi language learn Karen first,Positive
ma'am  we have to understand coding not to learn,Neutral
I am in class 11 who already took arts. So can someone say if I start learning this.  it will help in future?,Neutral
"""Motivation gets you started but discipline keeps you going""",Neutral
Web degion ❤️,Neutral
Programming for cyber security,Neutral
"Good video Mam,  PLEASE do video tutorial on PL/SQL mam.",Positive
Outstanding 🤗👍,Positive
"My BIM class starts from next month, and I haven't learnt computer programming yet. So any recommendations for a person like me for learning programming soon.",Neutral
Di mujhe rubi language shikhna hai ye USA Medical billing mai use hota hai ......,Neutral
I learnt Python for fun,Positive
Thank you mam,Neutral
"💯💯💯💯.    :-)




💯💯💯💯.    :-)",Positive
Wow! Very nice Explanation Sister ❤️,Positive
"Mind your language you are not my didi 
You are Mam",Neutral
Please provide all coding videos,Neutral
"my friend is just a graduate student ,can she learn java & python ?",Neutral
Apne konse college se btech kiya hai,Neutral
Bba ke student yeah course kr skte hai,Neutral
Mam ...mai simple open sy (ignou)sy BA kiya hai ..  english utna nhi aati ......kya mujhy coding sikhna chahiye......q ki hamy job nhi milti ...,Neutral
Java aur JavaScript mein kya difference hai?,Neutral
"Though this were in english??? Cmt are en, tittle is en, but the vid is ...some languages??",Neutral
I ❤u,Neutral
I like you,Neutral
hi di me bca me 1 year me hu  thanks for best guidelines,Positive
How to make project,Neutral
Please also make videos about  freelancing courses,Neutral
धन्यवाद मेम,Neutral
Hello mam i want to learn a java but i am a high school student then i can learn language,Positive
C language ka lecture banaye didi,Neutral
"Di pls a video on ""BCA"" scopes, salary and benefits n many more",Positive
Didi I am in icse class 10. We are learning java from 6th. Which path can i follow to become a successful coder,Positive
Plz help me what should i do because i am not interesred in coding i am btech computer science graduated😔😔😔😔,Neutral
Thank you didi,Neutral
Didi can you guide for bca student,Neutral
🇮🇳🤝❤,Neutral
"Diii I am really confused in what to choose after 12 
Can u make a video related to CS , CA , IT 
How are they diff. , what is exaxctly done in that in details.... 
It would be so good of u if u help me as soon as possible",Positive
"Mam,
Pls increase  your speed to complete java course playlist",Positive
आप थोड़ी खूब सूरत हों मैडम।।,Neutral
great information,Positive
"If you learn coading for your job just do ,but if you want to give the world a next future then try by yourself with determination",Neutral
"Hey mam
Why don't you start English videos",Neutral
Thank you,Neutral
Di me BA student hu muje coding sikne he to kese siku uspr video bnavo,Neutral
i like this video♥,Neutral
"Aap baar baar BCA aur b.tech preference de rahe h..

Main arts stream se hu main bhi seekhna chahta hu better career opportunity ke liye kya main kar sakta hu",Positive
🙂👍🏼,Neutral
Well i taken admission in associate degree in cse which language is best for me please anybody tell me,Positive
Best,Positive
Please provide captions 😔😔,Neutral
Ma'am kya non technical background wale log bhi coding sikhne k bad tech mai placed ho skte hai???,Negative
"Mam, 
C or C++ similar hai kya?",Neutral
Please share some project ideas,Neutral
my english is not good so howw can i learn in hindi,Negative
https://youtu.be/i1mAVgry3vM,Neutral
I am working professional and I am normal graduate with no academic or software background. I wish to join coding and start a good career in technology or digital marketing in future. Please suggest me the best What would be the good programming language for me to learn? for future and lifetime? I wish to receive answer. Thanks,Positive
Mam मैं angular choose karu ya react js,Neutral
I am Bsc 1st year biology student . Can I am able to do programming ?,Positive
Jee ke bina bhi coder ban sakte kya 🙄,Neutral
"This video introduces the structure and basic syntax of an HTML document. It's an easiest step by step tutorial in Urdu/Hindi for HTML Learners. 🤓🤓
Watch at 👉🏻👉🏻 https://youtu.be/7t-tw1H2zHo",Neutral
Hello mam can i do Or learn coding without laptop or desktop because I don't have one 😞 please anyone suggest me something,Neutral
"Hello ma'am mujko coding bahut Pasand hai me Ak software engineer banna chahata Hu par mere gar balo ke pass itne rupay nhi h ke me coding sukho so me aapse really request karta hu maam please mujko Padna hai aap mere please help karo me aapki sari video dekhta Hu aor ma'am mujko samaj bhi aata hai maan please aap mere help karo 

   Thank you maan",Negative
Mam mn cyber security mn kn si language best h,Positive
"Please make a video on how to hack Microsoft NASA,or Google  Apple",Neutral
what lanjuage for robotics,Neutral
Thank for coding class,Neutral
Wow 😮 amezing,Positive
Thanks you sister for your  respected path in  IT secter and structure,Positive
"Hi, i have done introductory course in java but when i look at higher level codes like in data structure or videos by other coders i am not able to understand that code. So how much of java should i be learning for this. Any links to courses would be really appreciated. Thank you.",Positive
Di please make a video on how can we get a good package with coding without having a btech Degree...!?,Positive
And please upload python. Beginner to advance levels,Neutral
Thankyou Di❤️,Neutral
"Hello mam 
Please start data science full course. beginner to advance levels",Positive
blockchain development start krne ke liya konsi languages se start  kre,Neutral
Didi how to get Gud package in placemnts,Neutral
"Thankyou so much , please create a complete data science playlist.
Please Please Please🙏🙏🙏",Positive
Iam from pakistan and i am very thanks to you,Positive
"Mam , please give english subtitles ❣️",Neutral
Hello ma'am I am from a tier 3 college currently in my third year . Iam a ECE student and Is there any use for me to write gate cs if I'm interested but does it really worth for me to do gate cs ..cause choosing cs gate instead of ece has no benefits like psu..Iam confused even whether to prepare for placement..,Positive
Plz complete full stack web development course and python for data science,Positive
Should  i just stay on one competitive  programming site like like codechef or go for many,Positive
thanks dee.....,Positive
Didi you are great. Ap mujko phle kyo nhi mile pr ab mil Gay Ho to ab acche se coding sekhugi 😊🤗🤗🤗🤗,Positive
"I am studying diploma in computer science in mam, can I study c++ language? How do you start, please provide me all the videos of c++ language. plz mam 🙏",Neutral
Mam aap mujhe c++ ka all video provide kra dijiye plz,Neutral
Awesome 🤍,Positive
Ma'am Basic Course kaha se start kare..Kuch platform Hai ..kya..,Neutral
School student,Neutral
Mam digital fashion designing  I want to learn what I can do🥺🥺🥺,Neutral
plzz make video on manual software testing,Neutral
We want android development course please,Neutral
Me std 9 me hu mere school me computer subject nhi h aur muje career me software developer banna h to me kaise padhai Karu aur kaha se shuraat karu,Negative
"HLO DI 
I AM DEBASISH I AM IN CLASS 10 AND I WANTED TO START LEARNING ANEW SKILL FOR LONG TERM PURPOSE I HAVE TRYED LOT OF THINGS LIKE I LIKE FREELANCING BUT I AM NEVER EVER GOT COMMITED I TRYED SEVERAL THINGS BUT I HAVE DECIDED NOT TO ATLEASRT LEARNING CODING BY YOUR VIDEOS  IS IT THE RGT TIME FOR IT I JUST WANTED TO ASK VERY MUCH CONFUSED HOW MUCH TIME TO GIVE HOW IT SHOULD NOT IMPACT ON MY STUDIES .",Negative
Love you appi from BD,Positive
Web application k liye Spring kyu ni bola?,Neutral
Thank you so much,Positive
I really need this video tx saru dee❣️❣️❣️,Positive
"This Video Was Really Helpful! 
Thank youu😁",Positive
"Hey please help me out 
I am 12th pass  and want to do Full stack development so should I join a bootcamp or first complete my clg !??",Positive
helps alot.,Neutral
"VS code download Kiya hu। Kuch samajh nahi aata kya ho rha hai kya nahi
Pehle kabhi laptop nahi chalaya hun 🙏🏼",Neutral
School one 🙋🏻‍♀,Neutral
Thanks,Positive
Beauty with zabardast knowledge respect srry bt i cant stop myself.,Neutral
Ma'am I m in 10 Mai coding seekhna chahti hun pr  mere pass laptop nahi hai so hm phone se seekhna chahte  to kaise seekhe please please please reply ma'am please 🙏,Negative
"hello mam,
mene   B.com se degree ki and i want to learn coding now and i don't know what to choose best and easy language jo jaldi sikh saku pleasse help me. i want to make career in coding but samj nhi aara hai kha se start karu please help me out.",Positive
Does coding and computer skills required for b.pharm students,Neutral
Collage,Neutral
I hope you can make a video on linux too..,Neutral
Ma'am can we persue AI as career after bcom??,Neutral
Thanx Deedi.,Neutral
Mat bolo didi mat bolo zindagi jhand para hua mai ek android studio user hoon do log mujhse roz gali khate hai ek hai sundar Pichai aur ek hai satya nadella,Neutral
mam if our C++ language is weak can we learn java or it is necassary to lean properly C++,Negative
you guys are best. keep posting videos like this. loads of good wishes.,Positive
Artificial intelligence with machine learning kaunsi language sikhe?,Negative
Gg JUST DO IT 🙂,Neutral
"Mam,  can we use c++ in ### softwares and ###Android apps## as I am learning that only or I should shift to Java for the same?? Pls pls pls tell its very important  pls",Positive
Apna college can you please start in English otherwise only hindhi people will subscribe others will not get intreast to see please my humble request 😘😘😘😘😘😘😘😘😘😘😘😘❤️❤️❤️❤️❤️❤️❤️,Negative
Please give some knowledge about how to get job in HR manager in IT companies and courses for that..in short all knowledge about HR..,Neutral
I'm a student of arts background can I be a coder?? Mam plz help,Neutral
Can you do the video in English please because I'm an andhra person I can't understand the language,Neutral
Madam will u please upload python ki course,Neutral
your content helped a lot we need teachers like you,Neutral
Almost all thing are available in hindi expect data science course.. Please work on it...,Positive
U r so.....,Neutral
Hello mam I want to learn coding and want to become software engineer I'm 13 year old and I don't know from which programing language I would start,Positive
Epic intro,Positive
"Mam international placements (like Google, Apple, Microsoft, etc) mein kon konsi programming languages important hain??",Positive
"Mam, pls make a video on what specializations should we choose in our college- Ai and ML, data analysis, IoT Or cloud computing...",Neutral
Mam where to learn all this things as i am student not afford for coding class plz provide any free guidence. And really wanted to or willingness to learn coding,Positive
I am 6th class,Neutral
Mam I am study for coding,Neutral
I love you,Positive
"Actually I completed my MSc Biotechnology and today due to pandemic and other some reasons I thought i want to switch my career in IT sector 
So how can i start a IT career and how can i get a best job in IT 
Should I learn with some private classes or online courses 
What can i do now 
If you guide me it’s really helpful me for future",Positive
please make one video about robotics,Neutral
Laptop hi kaha h🙁,Neutral
"Impressive mam 🔥🔥, actually i m pure mechanical engineer but I want to switch in IT/ automation ,how should I start my prep .",Positive
Ccc course please upload krna,Neutral
Mai coading seekhna chahta hu….mujhe coading ka ABC kuch nhe aata except coading word…school teacher hu n art background se hu…kha se aur kise start kru,Neutral
I like  you 💖💖 and your channel,Neutral
Please make some videos on SAP as well,Neutral
How to start competitive coding or DSA,Neutral
Mtlb mera chaggan dost bhi google mai kaam kar sakta hai 😨,Neutral
Mam can you please talk English mam so that we can understand from other state (or) put atleast substitle mam,Negative
"I'm starting now..... 
Let's see what will happened after 3 months",Neutral
I am 2019 passout in Electrical . Now I am want to join IT sector but maximum company hire 2020 & 21 passout.I learn web developement. please tell me how to get job,Neutral
D leptop konsa le sabse sasta saa ek bataye naa budget bohot tight hey under 30000 under,Negative
Big Fan Di Love you 💕 di biggest fan in the world,Positive
Mam 😭😭ka hoga mera 😭kuch smj nhi aa rha hai.😭😭,Neutral
👏,Neutral
I am in class 1st what should I do,Neutral
i see now but congratulations for 1M subs,Neutral
How mech engg join software industry please make a video,Neutral
Didi class 9 ke finals keliye padha do artificial intelligence,Negative
Please start series of flutter,Neutral
Aman bhaiya please make tutorial for ML,Neutral
"I am currently in class X.
I want to become software engineer what should I do I prepare for jee or BCA or MCA after class 12",Neutral
"Kya science stream ke bachhe coading sikh sakte hai ma,m.",Neutral
"dii can we start coding as a class 10th student, I am planning to do B.tech in my future.",Neutral
Please make a video on UX/UI design course.,Neutral
I am BA PROGRAMME student can i make my career in coding,Neutral
How to get projects as freelancer a web developer,Neutral
Mam plz upload new videos in Java +DSA course,Positive
hello i am rajeev i am know your collage,Neutral
Please Make video on how to take care of your eyes,Neutral
Please Provide US Python Course ❤️❤️❤️,Neutral
Bring regular video from now please,Neutral
Please make full course on c language,Positive
Ma'am c language kaisa h for beginners,Neutral
Plz tell about internship in Pakistan,Neutral
Thnk you didi please make a video on projects of java,Neutral
Please ek c language Apr video banaiye na didi,Neutral
"Thank you
I am studying in class-8
But I learned HTML,CSS 
From your channel",Neutral
why always btech bca why not engineering,Neutral
didi ye c language ka khin koi importance nhi hai kya ??,Neutral
Bhai mera save nhi ho rha h,Neutral
Please please make a video on best coding books to read. From which we can learn more coding in Deep,Positive
Akka do I any scope of getting into Tier 1 companies if I’m studying in a mediocre college?,Negative
Please make video on Eye protection for programmers 🙏,Neutral
"Mam, i have done my 12th in medical science, but now i am interested in web development and coding, so what i should continue coding or should do a medical course. Please Mam reply, i need your precious suggestion💫.",Positive
Please just add subtitles,Neutral
please share python tutorial,Neutral
Didi Please make python course. 🙏🙏❤️❤️❤️,Neutral
Please upload videos in English or add cc,Neutral
Ma'am college me basic C padhaya ja rha hai. Plz🙏🙏🙏 c ka course bhi le aao.,Neutral
Thank you ❤️ didi,Neutral
CSM or IT from eee background,Neutral
mam made video on hacking.which language is necessary?,Neutral
"Thank u for this video dii.....
Dii I am  preparing for B.SC IT  student. Which language I can learn please let me know",Neutral
